,Ticker Symbol,Market MoS,PAD MoS,DCF MoS,Average Market Price,Current Price,PAD Value,DCF Value,Market Cap,Earnings per Dollar Equity,Market MOSEE,PAD MOSEE,DCF MOSEE
44,YPF,1.3003731204734112,0.25604818552273667,0.04243477404055071,15.541692431411565,20.209999084472656,36935819595.470375,222867914394.404,9457349588.215332,0.24634881999511415,0.18944471868614823,0.9621189835506129,5.805352463046062
74,024110.KS,1.0390250294934342,0.6708828528701855,0.32633349330849243,12290.368025326474,12770.0,15178700382807.988,31204672595630.86,10183129815680.0,0.17341023162455688,0.1668970686000714,0.2584806436513759,0.5313896219062847
8,SCC.BK,0.6165792410767381,0.9038198683254104,12.499371478576485,420.05955235811354,259.0,343873830275.32635,24865250267.39953,310800000000.0,0.14500463513513515,0.23517599275952297,0.16043532590603313,0.011600954126666958
22,011200.KS,0.6993000652645481,0.7466544811637648,0.1507462561931135,22136.420070465534,15480.0,14285487621871.703,70756804300439.19,10666323348480.0,0.11945106653658363,0.17081518002060359,0.15998171784946974,0.7923982296685421
64,RHI,1.1134337725710326,1.0249785107820448,0.8541570249795891,63.37152626120141,70.55999755859375,7242636509.011319,8691079703.195654,7423546783.14209,0.12073890367814555,0.10843833432440894,0.1177965219836886,0.14135445842763011
34,EVK.DE,0.7237988550597817,1.1938743043024898,-1.4734283896622087,26.208937995332526,18.969999313354492,7404481064.85372,-5999626274.372123,8840019680.023193,0.11492055863809283,0.15877416472094452,0.09625850746928852,-0.0779953470724417
39,0083.HK,0.6722109300802697,1.1552170152895245,2.4193464012572585,11.648129438732964,7.829999923706055,58627413481.21842,27994083683.395718,67727385615.91797,0.11107735683820123,0.1652418190000828,0.09615280537602075,0.04591213427745519
66,NMDC.NS,2.3897826562055373,1.124561590654102,0.6980486815534661,100.80414353620841,240.89999389648438,627785901375.4333,1011367731932.1785,705983911840.9766,0.1062786258178937,0.04447208851479464,0.09450671861918801,0.15225102292490103
65,1802.T,1.6743831049411604,1.3132830759610103,1.7587909497482206,1035.903906866614,1734.5,946967582819.0768,707097395616.0239,1243636500000.0,0.09635130522463758,0.05754436063067148,0.07336674551610389,0.05478269332602077
38,HINDPETRO.NS,1.8632582042549624,1.5598638140234884,-0.9097121474041825,250.87774262287206,467.45001220703125,425101996939.7786,-728913232815.0284,663101222295.4844,0.09259953775097243,0.049697641228419576,0.05936386043350966,-0.1017899321397439
47,5819.KL,1.1634322344325068,1.4559583091426234,0.8435483014806008,16.726370912324565,19.459999084472656,27889276538.6077,48136690976.78352,40605623912.362305,0.08143959747555769,0.06999943362862204,0.055935391119485686,0.09654408328795688
77,FHN,0.8888909392844214,1.5925186685026813,0.6167104878268932,15.783713291380469,14.029999732971191,4836659064.501394,12489604126.147469,7702469853.401184,0.07048043164495907,0.07929030270203621,0.0442572090606801,0.11428447064896112
71,CHRW,0.8370950038168581,1.7193809740633992,1.520719101678374,82.43986861893714,69.01000213623047,4720899895.7820635,5337623136.51945,8117025461.265564,0.07189184052516404,0.0858825344762095,0.04181263001605899,0.04727489807014265
1,6823.HK,0.8643638649761095,1.7509898593150375,1.3623450194295565,10.29658917865136,8.899999618530273,38526599211.11586,49517327527.50506,67459684532.55859,0.06987284379791368,0.0808373031649639,0.0399047678238679,0.05128865507738337
40,ISCTR.IS,6.524833259571304,1.643968505141609,0.39405459295248263,1.9479425040483023,12.710000038146973,204739289625.5098,854158154552.9445,336584943909.4043,0.058874607015499146,0.009023158856839101,0.035812490830186415,0.1494072346026394
14,9532.T,1.564009814589831,1.8825564600469311,1.8393721695971061,2194.999013417522,3433.0,745751064467.411,763259609558.7946,1403918484000.0,0.06589690921747911,0.042133309268753465,0.03500394841588779,0.03582576180431885
61,096775.KS,0.7393118062972993,2.015528511074436,4.056229803854096,103609.8698107316,76600.0,5068602177477.564,2518573328930.5195,10215912200000.0,0.0634158226516473,0.08577682935871568,0.03146361974202075,0.01563417895884293
52,6479.T,1.439075232983997,2.064166945334057,1.1671685531740634,1948.126085240726,2803.5,549228336153.07526,971324127817.6624,1133698976928.0,0.05726427011547658,0.03979240890466591,0.027742073016390225,0.04906255395568097
72,AGCO,1.4683990849906041,1.9700402643892618,0.6331542972443496,80.38686629683009,118.04000091552734,4470928309.196455,13911156927.543736,8807908788.31482,0.054401108312530075,0.037047903985092834,0.027614211392473813,0.08592077562972833
13,JLL,1.16283425355469,2.1128044465823512,1.6496000655380716,151.57791746160163,176.25999450683594,3962446146.2260685,5075093055.575731,8371873837.089539,0.0580092473262633,0.04988608406480437,0.02745604185948132,0.035165643199305804
69,SAP.TO,0.7146152925898698,2.226117692034634,3.9843486135474926,36.11733436658372,25.809999465942383,4919710348.438787,2748718876.9344153,10951854246.345459,0.05739838785633424,0.08032068226291958,0.025784076044907168,0.014405965296603198
26,2912.TW,1.0366220475811738,2.25941106280949,4.356365790338869,265.7670658682635,275.5,126765468178.17812,65746384708.82873,286415301184.0,0.056636262563287174,0.05463540226203052,0.025066825375663238,0.013000805095129903
12,SHL.AX,0.999632617857985,2.237970377022823,1.0261673721022957,26.739823275788492,26.729999542236328,5737876976.357112,12513746830.383923,12841198700.088501,0.051595642702377445,0.05161460498651665,0.023054658467381167,0.050279948578635984
59,WBS,1.0218768010650587,2.3374780605092433,0.8632019573718757,44.848852408908805,45.83000183105469,3381432993.6722674,9156635209.512026,7904025435.791016,0.047387056512238575,0.04637257295874518,0.020272727822700856,0.054896836258937924
51,CUERVO.MX,0.8882391462682193,2.5280505021792865,2.178163131123385,37.9627506425176,33.720001220703125,47900386071.56622,55594823607.334816,121094595062.80469,0.04876908252541803,0.05490535148142565,0.01929118207226359,0.0223900046000069
43,GNTX,1.420463352780762,2.637516192986011,2.3743377948698967,23.89361088426994,33.939998626708984,2976677137.257902,3306620552.379811,7851034150.80896,0.04686702513733002,0.032994181120956804,0.01776937910825505,0.019738987956386435
33,PRI,1.9581920718275214,2.5966267002171275,1.3256796646566578,108.79422726255297,213.0399932861328,2846818758.5154614,5576102429.658023,7392125599.040222,0.045104157868109,0.02303357189369818,0.01737028963937613,0.034023421397046685
57,4768.T,1.553030568886956,2.9702538242527643,2.405160095446527,2026.3606287256978,3147.0,401766554058.12476,496161833845.1813,1193348643648.0,0.04134324052121085,0.026621008851642376,0.013919093440309498,0.01718939234002854
7,AMKR,2.2816764868378314,2.8781085908731856,1.0918940180128764,13.717982990848594,31.299999237060547,2676984317.767221,7056226552.66509,7704651562.598633,0.03882842690151444,0.017017498810853172,0.01349095271270996,0.03556061876058061
11,A17U.SI,0.9998550394966071,3.039564779426421,3.0138200140417557,2.670387176963372,2.6700000762939453,4020471493.7841835,4054815314.868708,12220483549.194336,0.04099817645374849,0.04100412043168745,0.013488173284296648,0.013603392459646884
24,4904.TW,1.161291401876995,3.054661532055964,3.848779041502317,70.86938120676372,82.30000305175781,97146320726.66791,77102147383.52232,296749128904.52344,0.041184214238863454,0.035464151523293304,0.013482414927700383,0.010700592004571862
28,TREL-B.ST,2.028119213608788,3.0750674835092413,2.367851920940191,188.25322753764692,381.79998779296875,29755658490.490078,38642896992.55349,91500657874.51172,0.03973523343390936,0.019592158669610654,0.012921743554246766,0.01678113106757617
49,MUSA,3.170960752153608,3.0311108741363775,1.196035470027031,131.14636788522995,415.8599853515625,2856048247.832095,7238078734.292353,8656998901.062012,0.03706142320991173,0.011687758413515804,0.012227010079422201,0.03098689306352605
56,7701.T,1.4777816399267096,3.1241996463791626,1.5663850111687243,2829.240726124704,4181.0,394416822201.5258,786675617847.36,1232236896448.0,0.037246896381938385,0.025204600852792865,0.011922060238725852,0.02377888968316124
27,S32.AX,1.1453591044779563,3.035866367484887,1.0142777416653272,3.0034249029594764,3.440000057220459,5132193872.602629,15361329672.545803,15580654769.246338,0.03599458095442595,0.031426459015080635,0.011856444453530493,0.03548789397204655
68,SAGA-B.ST,2.1901376906109853,3.3076369962724512,3.8719077442322867,119.71850597844605,262.20001220703125,27914841079.20148,23846684166.52583,92332161098.63281,0.03814272251504951,0.01741567330609647,0.01153171359433775,0.009851144457630244
20,FBK.MI,1.3993555612474933,3.2110715767756575,1.3330118788093064,10.065347527250701,14.085000038146973,2679722352.15791,6455141484.823652,8604780278.664673,0.03531055441977551,0.02523343987592186,0.010996501814273476,0.026489302144341094
58,ELI.BR,1.2746812863323267,3.3087731941464917,2.0062081285429136,73.7046961900311,93.94999694824219,2086965715.000593,3441964029.8795757,6905296214.8967285,0.036128790458228165,0.028343391281896405,0.010919089444433103,0.018008495701025844
62,ASX.AX,1.0361997879901903,3.5314143966824294,3.861461070951454,61.57113712675701,63.79999923706055,3502861137.932774,3203464705.401587,12370054252.075195,0.035438001407832084,0.03419996975348501,0.010035073040740885,0.009177355606255082
79,3037.TW,2.6612426499101582,3.185486660568897,0.8043571057814295,68.57698602048222,182.5,87302453167.4962,345742951732.6465,278100800000.0,0.031267642523861855,0.01174926402330033,0.009815656399037552,0.038872836827226726
21,2897.T,1.5492049364693008,3.5355243987350486,2.0369874959377015,2647.164299221987,4101.0,352689347252.1742,612149949310.3104,1246941792384.0,0.03352335042580215,0.021639067651180607,0.009481860862789194,0.016457317726621637
75,CACI,1.9237846038716222,3.5461877019844383,1.69611282259972,189.6470091317131,364.8399963378906,2293905223.8537827,4796036198.747554,8134618494.348145,0.032772428133565824,0.01703539370655697,0.009241594322609164,0.019322080286695683
36,SALM.OL,1.85814183242992,3.6455665757490863,2.7966547293777686,364.8806502103067,678.0,24504635464.418564,31942906309.30901,89333280000.0,0.03355929615480367,0.018060675223547214,0.009205509063541914,0.011999799547036085
16,INDIANB.NS,2.4774520819091994,3.455014098247892,1.019447166511221,207.69321495673125,514.5499877929688,200620069280.16235,679922599742.4951,693145167754.4297,0.02994404005427624,0.01208662733496765,0.008666835851541526,0.02937282189596105
70,6361.T,3.3696658874936456,3.6683169589902556,1.684214911372925,4087.9423835832677,13775.0,346744020274.1158,755228422103.8799,1271966970000.0,0.03141609159159219,0.009323206703724402,0.008564170420060925,0.018653255816374805
55,FRT,0.8154476583844299,3.8249785001414764,3.008840356255517,120.24070710561007,98.05000305175781,2127397106.40644,2704446640.4972634,8137248193.267822,0.032011816994289205,0.03925674035009337,0.00836914952413593,0.010639254066017552
48,RHC.AX,0.82198903002806,3.929675458623977,6.596757426387477,63.15169418458063,51.90999984741211,3034991115.8104997,1807938254.2149258,11926530104.942322,0.032427646314306634,0.03945021786142287,0.008251990948296163,0.004915694820699917
