,Ticker Symbol,Market MoS,PAD MoS,DCF MoS,Average Market Price,Current Price,PAD Value,DCF Value,Market Cap,Earnings per Dollar Equity,Market MOSEE,PAD MOSEE,DCF MOSEE
67,0316.HK,1.2801178045429769,0.40344979652042273,0.11241763923974864,77.14133781246436,98.75,161635557936.63403,580085415429.56,65211832960.0,0.2565270501334196,0.20039331475824912,0.6358338815531764,2.2819110227562645
24,0019.HK,0.8340521236485783,0.5542343444092361,0.5006366545830937,72.83717441333027,60.75,143191006996.49365,158520901658.88547,79361373888.0,0.22261081347876374,0.26690275963203375,0.4016546713936445,0.44465544310602545
5,001979.SZ,0.4812540017848155,0.7536207429603916,1.5054105102223863,17.18427364155501,8.270000457763672,99430854780.25635,49775894444.641624,74933154652.6836,0.1703907868850246,0.354055833828083,0.22609620087643992,0.11318559670468469
50,PZU.WA,1.2755110509955174,0.7604555722025148,0.2820164911319613,38.47085421684572,49.06999969482422,57014927094.57866,153740367571.28754,43357319007.79248,0.1458279419643922,0.11432903058783822,0.19176392059568886,0.5170901225636352
58,VOLCAR-B.ST,0.7568621271911022,0.946181533618401,0.7270088644467863,53.2857972174259,40.33000183105469,126998934967.72336,165285532174.49734,120164047055.66406,0.12852429972540635,0.1698120372364132,0.13583471581177653,0.17678505175202544
26,0004.HK,1.232913876543242,1.0043403174929224,-1.418755281612576,20.23661282237534,24.950000762939453,75918439502.95576,-53742848130.44107,76247949633.96582,0.13559971185630734,0.10998311758522206,0.13501370949121827,-0.09557653360922323
40,7202.T,1.392812332492849,1.027171637143902,0.6893198017383789,1442.764364674605,2009.5,1464772632382.5825,2182692124981.2556,1504572902848.0,0.11714036713582071,0.08410348214404695,0.11404166830534271,0.16993617017878676
64,1326.TW,0.6669513099907414,1.1714518281289703,-3.390766840339968,82.46479042190278,55.0,274613165471.6092,-94874142006.10321,321696094720.0,0.11454323507430858,0.1717415249936291,0.09777886919793856,-0.03378092345117547
23,7259.T,1.371206404202949,1.196421392940447,4.632769267436038,4448.637332280979,6100.0,1374234495054.5696,354898647846.9597,1644163548800.0,0.10868119950541666,0.07925954777653664,0.09083856252211496,0.02345922994036032
34,UWMC,0.9141186031470371,1.3266857084692771,-2.7821225913173633,6.640276382915938,6.070000171661377,7304850438.927858,-3483398147.1830883,9691240679.831116,0.10329376262102687,0.11299820643121945,0.07785850255386158,-0.037127681915740535
18,SCB.BK,1.089118558984202,1.2678598787213644,0.8991007273547422,106.04906054279749,115.5,306738306488.7316,432544630686.92206,388901192064.0,0.09479020211882876,0.08703386912003187,0.074763941749166,0.10542778938430229
41,MOS,0.9211740898067915,1.2047798783944013,0.368681571759088,33.609281271650026,30.959999084472656,8266647772.270111,27013801775.568214,9959490897.804932,0.08767717235350428,0.09517980729559362,0.07277443284523544,0.23781273345226003
79,3407.T,1.0571911421321163,1.4041159180165754,-3.175613554407654,1056.5733626440178,1117.0,1108920729786.655,-490315720674.1538,1557053248512.0,0.09640732163578056,0.09119194986948974,0.06866051470448643,-0.0303586440805967
81,BIRG.IR,1.4287866335518404,1.3049697037911505,0.6551118053288801,6.7833784005983055,9.692000389099121,7718353682.981333,15374807227.567846,10072217719.435486,0.08906678002689952,0.06233735530230094,0.06825199065399445,0.13595660969990625
69,601238.SS,0.6949285482511572,1.3697327644011323,1.8636462231715005,12.303423441520163,8.550000190734863,52824902211.757416,38824964972.48098,72355999335.72998,0.09244678811722083,0.13303063796971717,0.06749257265349855,0.04960533118774952
6,3008.TW,0.725616363231323,1.3918916738933895,2.3481756444785566,3162.8283433133734,2295.0,220066737767.88568,130445548534.77324,306309060000.0,0.09159307922527658,0.12622796820263707,0.06580474683713933,0.039006059636401705
27,5411.T,1.3808529416030542,1.3660664989334002,0.6736746481311853,1809.388910812944,2498.5,1163183517962.4502,2358684626782.297,1588986036000.0,0.0845828704312163,0.06125407556652825,0.06191709590803747,0.12555448043926598
78,BBWI,1.0383315090422403,1.4515115912702623,1.435079748463523,42.94389582159346,44.59000015258789,6908768051.1187725,6987874310.353321,10028156907.596558,0.08544940091143555,0.08229491272036453,0.05886925149295994,0.059543311793593685
70,1997.HK,0.5669945148259411,1.5965367942736932,-0.750127716250115,41.975713370643085,23.799999237060547,45261887654.02957,-96333287588.91777,72262269017.94043,0.09080672513024589,0.1601545037135363,0.05687731435688976,-0.12105501924950632
19,8601.T,1.6640043499322197,1.5197316315669076,2.204731867365965,684.7938829285005,1139.5,1050707017697.3544,724257091730.4872,1596792690304.0,0.08323960950415871,0.05002367301957433,0.05477257153510396,0.037754980882825744
33,EMN,1.145186733581351,1.6242240765417475,1.9684713695575615,84.98177357545407,97.31999969482422,7046517835.44488,5814219145.428997,11445123924.110413,0.07735171815265522,0.06754507006097828,0.047623797276389566,0.039295322933775245
4,AFG,1.2975239017414633,1.6068890966202654,0.8598740622503058,97.23135234178311,126.16000366210938,6583808374.421418,12303487633.303371,10579449891.09497,0.07347262929561924,0.05662526077323773,0.04572352220831706,0.0854458024973332
