,Ticker Symbol,Market MoS,PAD MoS,DCF MoS,Average Market Price,Current Price,PAD Value,DCF Value,Market Cap,Earnings per Dollar Equity,Market MOSEE,PAD MOSEE,DCF MOSEE
71,034730.KS,0.7132849835938513,0.4008297814857851,-2.081281605518215,231183.89394538978,164900.0,22429464788456.176,-4319644898683.2305,8990397470000.0,0.3322590457807646,0.46581528200228434,0.8289280415969984,-0.1596415616703805
19,VAR.OL,1.1537709364175215,0.37573736805404007,0.09361430758826063,33.273501851979425,38.38999938964844,255064283790.39612,1023745035828.3728,95837182675.99219,0.23149171148917436,0.20063922931527473,0.6160997845066086,2.4728240527861765
31,KBANK.BK,0.7624915530468657,0.7109297690483448,0.7613819475668484,165.90347721822542,126.5,421589090693.4555,393652930487.5395,299720234880.0,0.17551300138631468,0.23018353539127925,0.24687811514948588,0.23051899502897638
8,4188.T,1.1929294215527542,0.7958623580551862,1.2274600954239017,777.1624698292673,927.0999755859375,1657105100426.9424,1074436209932.8428,1318827572771.0625,0.15969360792996795,0.133866769521122,0.20065480709529243,0.13010085503009203
85,TX,1.5029310482120373,0.7793263780150848,0.4055034511687592,28.524261963238487,42.869998931884766,10798715387.71082,20753766031.0024,8415723750.320435,0.1512514441258286,0.10063764688723742,0.1940797185783194,0.3729966876727813
58,YAR.OL,0.9054446636477266,0.8662511037583764,0.6297329196828533,368.8795278271654,334.0,104747670681.53659,144089315498.54095,90737785344.0,0.14032364226869287,0.15497760150617815,0.16198956822089472,0.22283040616546268
68,0288.HK,0.8842091544308094,0.9528314620948137,0.6225384070241998,6.118461701399914,5.409999847412109,72847488527.4516,111497344132.29329,69411379003.54688,0.1264639915966926,0.14302497430950156,0.13272440785976955,0.20314247309046202
87,033780.KS,0.9452044958529747,1.2347785387928827,1.407563842919991,94794.30154333201,89600.0,8186337292419.958,7181424594589.119,10108313600000.0,0.10150940567376145,0.10739412065762233,0.0822085924598243,0.07211708810534674
36,LEA,0.9861159571382424,1.27360225761383,9.754352856769351,134.20328043564763,132.33999633789062,5933582482.054278,774733511.8841593,7557024044.882202,0.1025112524982148,0.10395456209400318,0.08048922015125488,0.010509282779028623
24,DWNI.DE,0.5729906873843478,1.4707049788773505,-0.21900753929685302,30.716032160683422,17.600000381469727,4750141185.7267475,-31898702275.949795,6986056292.218689,0.11741376904071515,0.2049139220337048,0.07983502519338849,-0.5361174753055741
54,CPFE3.SA,1.3260240442383293,1.2227843907612805,0.4876830777887042,26.507816112843663,35.150001525878906,33122428616.036297,83048993373.8112,40501588695.793945,0.09228722675730903,0.0695969482290338,0.07547301671053627,0.18923606530652232
13,US.MI,1.2056053617408387,1.3247476630007928,1.5402373315988995,2.229585276461468,2.687999963760376,5739475971.806233,4936484283.630867,7603357380.499512,0.09460162978065163,0.07846815615024408,0.0714110561753035,0.06142016417849512
41,LBRDA,0.5087088183072309,1.3523008239433614,0.7451507207723597,95.20181007738466,48.43000030517578,5092542325.984577,9241954669.596605,6886649183.395386,0.08753103054144518,0.17206509380496224,0.06472748444107378,0.1174675513307133
14,ORI,1.3968206828262113,1.4448829122854097,0.9589490945857456,20.69700155707747,28.90999984741211,5512413394.552126,8305750497.300663,7964791919.241577,0.08366822470152564,0.059899044831036065,0.057906577751124066,0.08724991261154409
11,OIL.NS,2.9351160570501853,1.3780691972415149,0.46991176993112477,211.86554926584458,621.8499755859375,489337054645.279,1435036032773.5254,674340322075.5469,0.07824979044183177,0.026659862479330176,0.056782192504167855,0.16652017559232635
32,9143.T,0.9506878457097249,1.4181286316002533,0.49580366504972956,1935.9666880204998,1840.5,814438195232.4681,2329507030191.3857,1154978123328.0,0.07667552637307051,0.08065268396886814,0.05406810402420819,0.15464897050605686
65,FMC,0.7271018446701912,1.4365809151036935,0.44166531467488285,78.03583788761216,56.7400016784668,4929841901.032075,16035030495.23926,7082116789.50119,0.07386492139969984,0.10158813643665626,0.051417167402901365,0.1672418434172786
21,LAD,1.5337222411307718,1.4902296930108612,0.46940566761903985,168.23776291400608,258.0299987792969,4766914876.753278,15133601026.645983,7103798093.392944,0.07174463481359651,0.04677811463482536,0.04814334001669474,0.1528414328218615
82,MHK,0.6994906200249064,1.7527663290339004,-1.0982924778100607,159.71622495341705,111.72000122070312,4070585731.693327,-6496252823.459454,7134785609.957886,0.08132642404701843,0.11626521030992908,0.04639889681806267,-0.07404805704321965
23,GARAN.IS,5.383211253879732,1.4788889507963248,0.32547481695443914,13.85789911558016,74.5999984741211,211861744874.4869,962655103467.3998,313319993591.3086,0.06264323375929132,0.011636777901692739,0.04235830805657203,0.1924672217207523
79,4528.T,0.858007399992474,1.6518074002688374,0.6777219940319997,2737.1558800315706,2348.5,675182916668.4237,1645618923554.2808,1115272138288.0,0.0681769823512384,0.0794596670749418,0.04127417175885176,0.10059726990064205
76,3003.T,1.2999046821392843,1.767864550694062,0.9306929698397879,1146.6225335438044,1490.5,641555980294.2598,1218644721301.8506,1134184074848.0,0.0665989777806773,0.051233739439320865,0.03767199119102796,0.07155848377380764
49,BMED.MI,1.4216075936757018,1.808136192390495,0.9209699201884202,7.0975986604708785,10.09000015258789,4141683440.0670857,8131348876.060532,7488727725.409668,0.0646987202320131,0.04551095570946438,0.03578199502022932,0.07025063339612271
16,9435.T,1.6586785536350137,1.8336989390507736,0.884138148356171,16166.483820047357,26815.0,645544774167.1095,1338857247253.557,1183734767500.0,0.06309324412630017,0.03803825882238037,0.03440763518081153,0.0713612960187341
52,PVH,1.0567935096416863,1.9194562623676654,1.7500468584822815,100.61568401106727,106.33000183105469,3195728375.2145076,3505083771.271851,6134060842.631531,0.0641385878121185,0.060691693530427866,0.03341497749628481,0.03664964026605684
86,GICRE.NS,1.5057223720435464,1.8713347785125072,0.8284874237337567,216.04247491619316,325.29998779296875,305151899773.9796,689257732124.2732,571041362776.2109,0.06078906447942572,0.04037202714662704,0.03248433427168277,0.07337355129117921
55,PNW,0.9498676691662791,1.957886962474832,1.7188559078185877,75.91583854374598,72.11000061035156,4182363689.147327,4763980099.822269,8188595339.309692,0.06305499033776009,0.0663829208895013,0.03220563369912661,0.03668427938080256
47,GJF.OL,1.0250482564562613,2.110443221130263,1.969979062162611,160.1875774277253,164.1999969482422,38899056529.30183,41672651114.629715,82094250160.62793,0.058763067943991325,0.05732712345382028,0.027843946406916526,0.029829285535391523
70,2890.TW,1.8257327020560483,2.2149993319308754,1.2768978366830173,11.94041121819776,21.799999237060547,121808392389.87915,211297646543.14624,269805507767.15625,0.05362387009714414,0.029371150572455446,0.024209429467592095,0.041995427164668274
39,G13.SI,0.9511779473059337,2.3580029123573074,2.7402645601917137,0.9514518013722297,0.9049999713897705,4633225486.704504,3986899422.0371847,10925159191.257324,0.05312248451852607,0.055849154902074205,0.022528591563705597,0.019385896270836537
12,6488.TWO,1.4354407920069356,2.4087227474155672,1.0172092827503403,379.6743153982813,545.0,108178544649.68216,256163727267.07977,260572121280.0,0.04737761407228315,0.033005620528620334,0.019669185307074812,0.04657607325818252
72,BKW.SW,1.8183148631221961,2.451219168724548,1.1976262156320954,77.2143465050965,140.39999389648438,3023187111.2954946,6187651957.783276,7410494197.848511,0.0474246373611673,0.026081642031862015,0.01934736720659864,0.03959886377081103
80,BARN.SW,0.7851901181132247,2.604068282813724,1.6139291417891486,1627.6312838360402,1278.0,2686301264.1287155,4334336458.071033,6995311920.0,0.04601117200789525,0.058598766014093445,0.017668957573639232,0.028508793116461595
0,INDUSTOWER.NS,1.1999460910493829,2.6465734258205176,1.8228872492967583,278.8041815281855,334.54998779296875,340541318467.7485,494417635648.2389,901267603850.625,0.045698845396106295,0.03808408205750436,0.01726717458516696,0.02506948546254641
84,EHC,1.7072749396736069,2.7409289987138603,2.1899830618641762,47.2858831819832,80.7300033569336,2949475356.6972246,3691490896.409829,8084302536.16333,0.04475834475285768,0.026216248896275888,0.01632962574873696,0.020437758415701213
43,WCC,1.9459214533686948,2.5692731452058006,0.8271138545624713,82.18214455269957,159.9199981689453,3163272162.832957,9826108188.265074,8127310218.943787,0.04171565879320657,0.021437483368606805,0.0162363658652047,0.05043520739387617
73,9005.T,1.1341669623048376,2.951460726396177,-4.926207908702979,1675.238358326756,1900.0,385570900341.7875,-231008798388.21567,1137997369600.0,0.04607548240309903,0.04062495552635839,0.01561107758982739,-0.009353133943392624
2,MIDD,1.1564331744665122,2.893150513213175,1.6800620038486649,123.93280518810384,143.32000732421875,2663319857.914313,4586369548.340618,7705385213.775635,0.04113869601655844,0.035573777132030665,0.014219341796659313,0.02448641533605214
64,HESM,1.4453615901357897,2.96227453703491,1.9298040822983824,23.980158379714414,34.65999984741211,2648553239.9684143,4065563906.0497403,7845741822.739746,0.04081831995437344,0.028240905412837636,0.013779384538487292,0.02115153570706469
