ticker,cap,country,industry,financial_currency,currency
WPP,large,United Kingdom,Advertising Agencies,GBP,USD
HLE.F,large,Germany,Auto Parts,EUR,EUR
9502.T,large,Japan,Utilities - Diversified,JPY,JPY
NLY,large,United States,REIT - Mortgage,USD,USD
ASRNL.AS,large,Netherlands,Insurance - Diversified,EUR,EUR
LSXMB,large,United States,Broadcasting,USD,USD
2379.TW,large,Taiwan,Semiconductors,TWD,TWD
AAL,large,United States,Airlines,USD,USD
002460.SZ,large,China,Chemicals,CNY,CNY
1812.T,large,Japan,Engineering & Construction,JPY,JPY
MOTHERSON.NS,large,India,Auto Parts,INR,INR
6862.HK,large,China,Restaurants,CNY,HKD
TPX,large,United States,"Furnishings, Fixtures & Appliances",USD,USD
HSIC,large,United States,Medical Distribution,USD,USD
ENX.PA,large,Netherlands,Financial Data & Stock Exchanges,EUR,EUR
INDT.ST,large,Sweden,Industrial Distribution,SEK,SEK
ESLT,large,Israel,Aerospace & Defense,USD,USD
SWAV,large,United States,Medical Devices,USD,USD
WTRG,large,United States,Utilities - Regulated Water,USD,USD
ONTO,large,United States,Semiconductor Equipment & Materials,USD,USD
CHE,large,United States,Medical Care Facilities,USD,USD
JBSS3.SA,large,Brazil,Packaged Foods,BRL,BRL
8210.SR,large,Saudi Arabia,Insurance - Specialty,SAR,SAR
BWXT,large,United States,Aerospace & Defense,USD,USD
2413.T,large,Japan,Health Information Services,JPY,JPY
FTI,large,United States,Oil & Gas Equipment & Services,USD,USD
BIO,large,United States,Medical Devices,USD,USD
GBLB.VI,large,Belgium,Asset Management,EUR,EUR
CCL-B.TO,large,Canada,Packaging & Containers,CAD,CAD
ATR,large,United States,Medical Instruments & Supplies,USD,USD
ORDS.QA,large,Qatar,Telecom Services,QAR,QAR
WEX,large,United States,Software - Infrastructure,USD,USD
GWRE,large,United States,Software - Application,USD,USD
VIPS,large,China,Internet Retail,CNY,USD
PCTY,large,United States,Software - Application,USD,USD
MEZ.AX,large,New Zealand,Utilities - Renewable,NZD,AUD
STN,large,Canada,Engineering & Construction,CAD,USD
PEAK,large,United States,REIT - Healthcare Facilities,USD,USD
APG,large,United States,Engineering & Construction,USD,USD
BN4.SI,large,Singapore,Conglomerates,SGD,SGD
C38U.SI,large,Singapore,REIT - Retail,SGD,SGD
6178.HK,large,China,Capital Markets,CNY,HKD
2880.TW,large,Taiwan,Banks - Regional,TWD,TWD
INFA,large,United States,Software - Infrastructure,USD,USD
GTLB,large,United States,Software - Infrastructure,USD,USD
GET.PA,large,France,Railroads,EUR,EUR
3045.TW,large,Taiwan,Telecom Services,TWD,TWD
NEXI.MI,large,Italy,Software - Infrastructure,EUR,EUR
TBVPF,large,Thailand,Beverages - Wineries & Distilleries,THB,USD
TELIA.ST,large,Sweden,Telecom Services,SEK,SEK
AIZ,large,United States,Insurance - Specialty,USD,USD
1157.HK,large,China,Farm & Heavy Construction Machinery,CNY,HKD
CUMMINSIND.NS,large,India,Specialty Industrial Machinery,INR,INR
IPN.PA,large,France,Drug Manufacturers - Specialty & Generic,EUR,EUR
9531.T,large,Japan,Utilities - Regulated Gas,JPY,JPY
CCK,large,United States,Packaging & Containers,USD,USD
SKX,large,United States,Footwear & Accessories,USD,USD
APA,large,United States,Oil & Gas E&P,USD,USD
5019.T,large,Japan,Oil & Gas Refining & Marketing,JPY,JPY
CART,large,United States,Internet Retail,USD,USD
AU,large,United States,Gold,USD,USD
S63.SI,large,Singapore,Aerospace & Defense,SGD,SGD
SNX,large,United States,Electronics & Computer Distribution,USD,USD
CW,large,United States,Aerospace & Defense,USD,USD
BABWF,large,United Kingdom,Airlines,EUR,USD
LUPIN.NS,large,India,Drug Manufacturers - Specialty & Generic,INR,INR
3661.TW,large,Taiwan,Semiconductors,TWD,TWD
9766.T,large,Japan,Electronic Gaming & Multimedia,JPY,JPY
BIRK,large,United Kingdom,Footwear & Accessories,EUR,USD
UU.L,large,United Kingdom,Utilities - Regulated Water,GBP,GBP
WRT1V.HE,large,Finland,Specialty Industrial Machinery,EUR,EUR
2319.HK,large,Hong Kong,Packaged Foods,CNY,HKD
SSD,large,United States,Lumber & Wood Production,USD,USD
MTCH,large,United States,Internet Content & Information,USD,USD
CNA.L,large,United Kingdom,Utilities - Independent Power Producers,GBP,GBP
LHA.DE,large,Germany,Airlines,EUR,EUR
LNW,large,United States,Gambling,USD,USD
RED.MC,large,Spain,Utilities - Regulated Electric,EUR,EUR
METSO.HE,large,Finland,Farm & Heavy Construction Machinery,EUR,EUR
SEIC,large,United States,Asset Management,USD,USD
BAMI.MI,large,Italy,Banks - Regional,EUR,EUR
JEF,large,United States,Capital Markets,USD,USD
ROIV,large,United Kingdom,Biotechnology,USD,USD
IRCTC.NS,large,India,Railroads,INR,INR
KNX,large,United States,Trucking,USD,USD
GLOB,large,Luxembourg,Information Technology Services,USD,USD
CZR,large,United States,Resorts & Casinos,USD,USD
7272.T,large,Japan,Auto Manufacturers,JPY,JPY
TIMB,large,Brazil,Telecom Services,BRL,USD
6823.HK,large,Hong Kong,Telecom Services,HKD,HKD
BSAC,large,Chile,Banks - Regional,CLP,USD
PSO,large,United Kingdom,Publishing,GBP,USD
EXP,large,United States,Building Materials,USD,USD
WSC,large,United States,Rental & Leasing Services,USD,USD
SOBI.ST,large,Sweden,Drug Manufacturers - Specialty & Generic,SEK,SEK
2345.TW,large,Taiwan,Communication Equipment,TWD,TWD
CAR.AX,large,Australia,Internet Content & Information,AUD,AUD
WWD,large,United States,Aerospace & Defense,USD,USD
AMKR,large,United States,Semiconductor Equipment & Materials,USD,USD
SCC.BK,large,Thailand,Conglomerates,THB,THB
RADL3.SA,large,Brazil,Pharmaceutical Retailers,BRL,BRL
COHR,large,United States,Scientific & Technical Instruments,USD,USD
2688.HK,large,China,Utilities - Regulated Gas,CNY,HKD
A17U.SI,large,Singapore,REIT - Industrial,SGD,SGD
SHL.AX,large,Australia,Diagnostics & Research,AUD,AUD
JLL,large,United States,Real Estate Services,USD,USD
9532.T,large,Japan,Utilities - Regulated Gas,JPY,JPY
POLYCAB.NS,large,India,Electrical Equipment & Parts,INR,INR
INDIANB.NS,large,India,Banks - Regional,INR,INR
ROKU,large,United States,Entertainment,USD,USD
DCI,large,United States,Specialty Industrial Machinery,USD,USD
DUOL,large,United States,Software - Application,USD,USD
FBK.MI,large,Italy,Banks - Regional,EUR,EUR
BPYPP,large,Bermuda,Real Estate Services,USD,USD
2897.T,large,Japan,Packaged Foods,JPY,JPY
ASR,large,Mexico,Airports & Air Services,MXN,USD
011200.KS,large,South Korea,Marine Shipping,KRW,KRW
MAXHEALTH.NS,large,India,Medical Care Facilities,INR,INR
4904.TW,large,Taiwan,Telecom Services,TWD,TWD
FPH.NZ,large,New Zealand,Medical Instruments & Supplies,NZD,NZD
2912.TW,large,Taiwan,Grocery Stores,TWD,TWD
S32.AX,large,Australia,Other Industrial Metals & Mining,USD,AUD
TREL-B.ST,large,Sweden,Specialty Industrial Machinery,SEK,SEK
PSN,large,United States,Information Technology Services,USD,USD
6383.T,large,Japan,Specialty Industrial Machinery,JPY,JPY
MKSI,large,United States,Scientific & Technical Instruments,USD,USD
SRF.NS,large,India,Specialty Chemicals,INR,INR
PRI,large,United States,Insurance - Life,USD,USD
RAA.F,large,Germany,Specialty Industrial Machinery,EUR,EUR
EVK.DE,large,Germany,Specialty Chemicals,EUR,EUR
9697.T,large,Japan,Electronic Gaming & Multimedia,JPY,JPY
HOT.F,large,Germany,Engineering & Construction,EUR,EUR
SALM.OL,large,Norway,Farm Products,NOK,NOK
EGP,large,United States,REIT - Industrial,USD,USD
HINDPETRO.NS,large,India,Oil & Gas Refining & Marketing,INR,INR
0083.HK,large,Hong Kong,Real Estate - Development,HKD,HKD
ISCTR.IS,large,Turkey,Banks - Regional,TRY,TRY
AZRG.TA,large,Israel,Real Estate Services,ILS,ILA
MTN,large,United States,Resorts & Casinos,USD,USD
NCLH,large,United States,Travel Services,USD,USD
GNTX,large,United States,Auto Parts,USD,USD
YPF,large,Argentina,Oil & Gas Integrated,USD,USD
CRDA.L,large,United Kingdom,Specialty Chemicals,GBP,GBP
XPEV,large,China,Auto Manufacturers,CNY,USD
HLI,large,United States,Capital Markets,USD,USD
VKTX,large,United States,Biotechnology,USD,USD
5819.KL,large,Malaysia,Banks - Regional,MYR,MYR
RHC.AX,large,Australia,Medical Care Facilities,AUD,AUD
MUSA,large,United States,Specialty Retail,USD,USD
MIN.AX,large,Australia,Other Industrial Metals & Mining,AUD,AUD
CUERVO.MX,large,Mexico,Beverages - Wineries & Distilleries,MXN,MXN
6479.T,large,Japan,Electronic Components,JPY,JPY
IEP,large,United States,Oil & Gas Refining & Marketing,USD,USD
NXT,large,United States,Solar,USD,USD
FRT,large,United States,REIT - Retail,USD,USD
7701.T,large,Japan,Scientific & Technical Instruments,JPY,JPY
4768.T,large,Japan,Electronics & Computer Distribution,JPY,JPY
ELI.BR,large,Belgium,Utilities - Regulated Electric,EUR,EUR
WBS,large,United States,Banks - Regional,USD,USD
SOL.AX,large,Australia,Capital Markets,AUD,AUD
096775.KS,large,South Korea,Oil & Gas Refining & Marketing,KRW,KRW
ASX.AX,large,Australia,Financial Data & Stock Exchanges,AUD,AUD
DWS.F,large,Germany,Asset Management,EUR,EUR
1099.HK,large,China,Medical Distribution,CNY,HKD
COLPAL.NS,large,India,Household & Personal Products,INR,INR
RHI,large,United States,Staffing & Employment Services,USD,USD
1802.T,large,Japan,Engineering & Construction,JPY,JPY
EDNR.MI,large,Italy,Utilities - Regulated Electric,EUR,EUR
NMDC.NS,large,India,Steel,INR,INR
CGPOWER.NS,large,India,Electrical Equipment & Parts,INR,INR
SAGA-B.ST,large,Sweden,Real Estate Services,SEK,SEK
SAP.TO,large,Canada,Packaged Foods,CAD,CAD
WF,large,South Korea,Banks - Regional,KRW,USD
6361.T,large,Japan,Specialty Industrial Machinery,JPY,JPY
CHRW,large,United States,Integrated Freight & Logistics,USD,USD
AGCO,large,United States,Farm & Heavy Construction Machinery,USD,USD
ASND,large,Denmark,Biotechnology,EUR,USD
024110.KS,large,South Korea,Banks - Regional,KRW,KRW
CACI,large,United States,Information Technology Services,USD,USD
IDEA.NS,large,India,Telecom Services,INR,INR
FHN,large,United States,Banks - Regional,USD,USD
KBR,large,United States,Engineering & Construction,USD,USD
SKM,large,South Korea,Telecom Services,KRW,USD
3037.TW,large,Taiwan,Electronic Components,TWD,TWD
BC.MI,large,Italy,Luxury Goods,EUR,EUR
ARMK,large,United States,Specialty Business Services,USD,USD
INDUSTOWER.NS,large,India,Telecom Services,INR,INR
900945.SS,large,China,Airlines,CNY,USD
LPP.WA,large,Poland,Apparel Manufacturing,PLN,PLN
MIDD,large,United States,Specialty Industrial Machinery,USD,USD
ASELS.IS,large,Turkey,Aerospace & Defense,TRY,TRY
YESBANK.NS,large,India,Banks - Regional,INR,INR
GODREJPROP.NS,large,India,Real Estate - Development,INR,INR
FM.TO,large,Canada,Copper,USD,CAD
CHDN,large,United States,Gambling,USD,USD
4188.T,large,Japan,Specialty Chemicals,JPY,JPY
4250.SR,large,Saudi Arabia,Lodging,SAR,SAR
MTN.JO,large,South Africa,Telecom Services,ZAR,ZAc
RAIL3.SA,large,Brazil,Railroads,BRL,BRL
OIL.NS,large,India,Oil & Gas E&P,INR,INR
COPEC.SN,large,Chile,Conglomerates,USD,CLP
6488.TWO,large,Taiwan,Semiconductors,TWD,TWD
US.MI,large,Italy,Insurance - Diversified,EUR,EUR
ORI,large,United States,Insurance - Diversified,USD,USD
SOLARINDS.NS,large,India,Specialty Chemicals,INR,INR
9435.T,large,Japan,Conglomerates,JPY,JPY
CPN.BK,large,Thailand,Real Estate - Diversified,THB,THB
ALE.WA,large,Luxembourg,Internet Retail,PLN,PLN
VAR.OL,large,Norway,Oil & Gas E&P,USD,NOK
1111.SR,large,Saudi Arabia,Capital Markets,SAR,SAR
LAD,large,United States,Auto & Truck Dealerships,USD,USD
ETSY,large,United States,Internet Retail,USD,USD
GARAN.IS,large,Turkey,Banks - Regional,TRY,TRY
DWNI.DE,large,Germany,Real Estate Services,EUR,EUR
9201.T,large,Japan,Airlines,JPY,JPY
TIINDIA.NS,large,India,Conglomerates,INR,INR
OLED,large,United States,Electronic Components,USD,USD
AR,large,United States,Oil & Gas E&P,USD,USD
APPF,large,United States,Software - Application,USD,USD
GPK,large,United States,Packaging & Containers,USD,USD
KBANK.BK,large,Thailand,Banks - Regional,THB,THB
9143.T,large,Japan,Integrated Freight & Logistics,JPY,JPY
SBICARD.NS,large,India,Credit Services,INR,INR
BID.JO,large,South Africa,Food Distribution,ZAR,ZAc
BRBR,large,United States,Packaged Foods,USD,USD
WIX,large,Israel,Software - Infrastructure,USD,USD
LEA,large,United States,Auto Parts,USD,USD
AMP.MI,large,Italy,Medical Distribution,EUR,EUR
DBX,large,United States,Software - Infrastructure,USD,USD
G13.SI,large,Singapore,Resorts & Casinos,SGD,SGD
0960.HK,large,China,Real Estate - Development,CNY,HKD
BERGEPAINT.NS,large,India,Specialty Chemicals,INR,INR
SDR.L,large,United Kingdom,Asset Management,GBP,GBP
LBRDA,large,United States,Telecom Services,USD,USD
FN,large,Cayman Islands,Electronic Components,USD,USD
WCC,large,United States,Industrial Distribution,USD,USD
PLS.AX,large,Australia,Other Industrial Metals & Mining,AUD,AUD
AYI,large,United States,Electrical Equipment & Parts,USD,USD
S,large,United States,Software - Infrastructure,USD,USD
GJF.OL,large,Norway,Insurance - Property & Casualty,NOK,NOK
SITE,large,United States,Industrial Distribution,USD,USD
BMED.MI,large,Italy,Banks - Regional,EUR,EUR
BOUBYAN.KW,large,Kuwait,Banks - Regional,KWD,KWF
MARICO.NS,large,India,Household & Personal Products,INR,INR
BANKINDIA.NS,large,India,Banks - Regional,INR,INR
PVH,large,United States,Apparel Manufacturing,USD,USD
CIB,large,Colombia,Banks - Regional,COP,USD
SIGN.SW,large,Switzerland,Packaging & Containers,EUR,CHF
CPFE3.SA,large,Brazil,Utilities - Regulated Electric,BRL,BRL
PNW,large,United States,Utilities - Regulated Electric,USD,USD
